t,T,x,xdot
0.0,180,0.001,0.00031427304348661216
10.0,180,0.004142730434866121,0.00031427304348661216
20.0,180,0.007331209584733857,0.00031884791498677355
30.0,180,0.010565207758934715,0.00032339981742008587
40.0,180,0.013844459902321169,0.0003279252143386453
49.99999999999999,180,0.01716866537826975,0.0003324205475948578
59.99999999999999,180,0.020537487821895604,0.00033688224436258555
69.99999999999999,180,0.023950555065334996,0.00034130672434393925
80.0,180,0.02740745913669414,0.00034569040713591434
90.0,180,0.030907756333989858,0.0003500297197295719
100.0,180,0.03445096737512098,0.00035432110411311255
110.00000000000001,180,0.03803657762461102,0.00035856102494900377
120.0,180,0.0416640373975542,0.00036274597729431805
130.0,180,0.045332762340880454,0.0003668724943326258
139.99999999999997,180,0.04904213389173224,0.00037093715508517837
149.99999999999997,180,0.05279149981241949,0.0003749365920687254
159.99999999999997,180,0.056580174801090864,0.0003788674988671374
169.99999999999994,180,0.06040744117693148,0.00038272663758406194
179.99999999999994,180,0.06427254963837276,0.00038651084614412776
189.99999999999994,180,0.06817472009248003,0.00039021704541072785
199.99999999999994,180,0.07211314255337163,0.0003938422460891595
209.99999999999991,180,0.07608697810722037,0.00039738355538487325
219.99999999999991,180,0.08009535994109805,0.0004008381833877685
229.99999999999991,180,0.08413739443264684,0.0004042034491548791
239.9999999999999,180,0.08821216229730071,0.0004074767864653871
249.99999999999991,180,0.09231871978953758,0.00041065574922368765
259.99999999999994,180,0.09645609995441941,0.00041373801648818297
269.99999999999994,180,0.1006233139254753,0.00041672139710558853
279.99999999999994,180,0.10481935226480306,0.00041960383393277575
290.0,180,0.10904318634110836,0.00042238340763053113
300.0,180,0.11329376974126895,0.00042505834001605933
310.0,180,0.11757003971090474,0.0004276269969635785
320.00000000000006,180,0.12187091861935397,0.00043008789084492317
330.00000000000006,180,0.12619531544440066,0.0004324396825046683
340.00000000000006,180,0.13054212727206949,0.00043468118276688243
350.0000000000001,180,0.13491024080680153,0.0004368113534732042
360.0000000000001,180,0.13929853388734625,0.0004388293080544726
370.0000000000001,180,0.14370587700375248,0.0004407343116406234
380.0000000000001,180,0.1481311348109121,0.0004425257807159644
390.00000000000017,180,0.1525731676342045,0.0004442032823292394
400.00000000000017,180,0.1570308329629053,0.00044576653287007814
410.00000000000017,180,0.1615029869271601,0.00044721539642548103
420.0000000000002,180,0.16598848575447908,0.0004485498827318974
430.0000000000002,180,0.17048618720188113,0.0004497701447402039
