t,T,x,xdot
0.0,160,0.001,0.003907426356625112
10.0,160,0.040074263566251114,0.003907426356625112
20.0,160,0.07706999717129918,0.0036995733605048073
30.0,160,0.11212639509624704,0.0035056397924947856
40.0,160,0.1453714574449907,0.003324506234874364
49.99999999999999,160,0.17692303738283283,0.003155157993784212
59.99999999999999,160,0.20688977698867345,0.0029966739605840616
69.99999999999999,160,0.23537194495969285,0.00284821679710194
80.0,160,0.2624621876726208,0.0027090242712927938
90.0,160,0.2882462036188062,0.002578401594618542
100.0,160,0.3128033499530558,0.0024557146334249587
110.00000000000001,160,0.33620718879663963,0.00234038388435838
120.0,160,0.35852597998623975,0.0022318791189600102
130.0,160,0.37982312614053204,0.0021297146154292306
139.99999999999997,160,0.400157575205701,0.0020334449065168973
149.99999999999997,160,0.4195841850246194,0.0019426609818918395
159.99999999999997,160,0.4381540539382714,0.0018569868913651982
169.99999999999994,160,0.4559148209609091,0.001776076702263765
179.99999999999994,160,0.47291093866277967,0.0016996117701870606
189.99999999999994,160,0.4891839215378585,0.0016272982875078852
199.99999999999994,160,0.5047725723218934,0.0015588650784034942
209.99999999999991,160,0.5197131884522589,0.0014940616130365413
219.99999999999991,160,0.5340397506205337,0.0014326562168274727
229.99999999999991,160,0.5477840951569937,0.0013744344536459965
239.9999999999999,160,0.5609760717995961,0.0013191976642602432
249.99999999999991,160,0.5736436882353027,0.0012667616435706568
259.99999999999994,160,0.5858132426559634,0.0012169554420660659
269.99999999999994,160,0.5975094454420609,0.0011696202786097556
279.99999999999994,160,0.6087555309733222,0.0011246085531261343
290.0,160,0.6195733604637373,0.0010817829490415121
300.0,160,0.6299835166283311,0.0010410156164593737
310.0,160,0.6400053909087484,0.0010021874280417384
320.00000000000006,160,0.6496572639131619,0.0009651873004413519
330.00000000000006,160,0.6589563796621585,0.0009299115748996564
340.00000000000006,160,0.6679190141752166,0.0008962634513058071
350.0000000000001,160,0.6765605388813539,0.0008641524706137314
360.0000000000001,160,0.6848954792918253,0.0008334940410471375
370.0000000000001,160,0.6929375693317745,0.000804209003994931
380.0000000000001,160,0.7006998016909652,0.0007762232359190707
390.00000000000017,160,0.7081944745206639,0.000749467282969859
400.00000000000017,160,0.71543323477402,0.0007238760253356082
410.00000000000017,160,0.7224271184605141,0.0006993883686494082
420.0000000000002,160,0.7291865880609099,0.0006759469600395731
430.0000000000002,160,0.7357215673273698,0.0006534979266459923
440.0000000000002,160,0.7420414736737228,0.0006319906346352917
450.0000000000003,160,0.7481552483430854,0.0006113774669362747
460.0000000000003,160,0.7540713845239461,0.0005916136180860609
470.0000000000003,160,0.7597979535712348,0.000572656904728879
480.00000000000034,160,0.76534262947569,0.0005544675904455146
490.0000000000003,160,0.7707127117128268,0.0005370082237136846
500.0000000000002,160,0.775915146591923,0.0005202434879096125
510.0000000000002,160,0.7809565472155242,0.0005041400623601202
520.0000000000002,160,0.7858432121509625,0.0004886664935438282
530.0000000000001,160,0.7905811429071686,0.0004737930756206047
540.0000000000001,160,0.7951760603025798,0.0004594917395411218
550.0000000000001,160,0.799633419803121,0.0004457359500541142
560.0,160,0.8039584259030049,0.0004325006099883952
570.0,160,0.8081560456154101,0.00041976197124052127
580.0,160,0.8122310211348879,0.00040749755194777236
589.9999999999999,160,0.8161878817285915,0.00039568605937036254
599.9999999999999,160,0.820030954909061,0.0003843073180469499
